a,TRIZ1,TRIZ2,TRIZ3,TRIZ4,TRIZ5,TRIZ6,TRIZ7,TRIZ8,TRIZ9,TRIZ10,TRIZ11,TRIZ12,TRIZ13,TRIZ14,TRIZ15,TRIZ16,TRIZ17,TRIZ18,TRIZ19,TRIZ20,TRIZ21,TRIZ22,TRIZ23,TRIZ24,TRIZ25,TRIZ26,TRIZ27,TRIZ28,TRIZ29,TRIZ30,TRIZ31,TRIZ32,TRIZ33,TRIZ34,TRIZ35,TRIZ36,TRIZ37,TRIZ38,TRIZ39,TRIZ40,TRIZ41,TRIZ42,TRIZ43,TRIZ44,TRIZ45,TRIZ46,TRIZ47,TRIZ48,TRIZ49,TRIZ50,TRIZ51,TRIZ52,TRIZ53,TRIZ54,TRIZ55,TRIZ56,TRIZ57,TRIZ58,TRIZ59,TRIZ60,TRIZ61,TRIZ62,TRIZ63,TRIZ64,TRIZ65,TRIZ66,TRIZ67,TRIZ68,TRIZ69,TRIZ70,TRIZ71,TRIZ72,TRIZ73,TRIZ74,TRIZ75,TRIZ76,TRIZ77,TRIZ78,TRIZ79,TRIZ80,TRIZ81
cancer_001.jpg,-0.2047500108,0.10710066859999999,0.18399583309999998,0.0187742137,0.07419743690000001,-0.2666627715,0.1080030276,0.0401536431,-0.06873986509999999,-0.0043374396,-0.1720288975,-0.0363212523,0.0794807416,0.05451153,0.0317776554,-0.0927928777,0.0346421073,-0.050725762800000004,0.1527987099,-0.2178197732,-0.2099248033,0.047870761399999996,-0.09610244970000001,-0.10862476230000001,0.1533817543,-0.0879826334,0.1375634365,-0.2162376391,-0.11366558660000001,-0.0648765659,0.1596934054,-0.1353979626,0.2115689171,0.11688823599999999,-0.1421449227,0.14150342,0.014713394099999999,-0.0421741005,-0.019676216,0.161424661,0.0678358358,-0.0967842715,-0.084297569,-0.0082368173,-0.187944644,0.07905012360000001,-0.0284178607,0.0046488065999999995,0.0178184431,-0.0292727983,0.0410522725,-0.0009285741000000001,0.1798038905,0.0288745252,-0.06000818559999999,0.0632616482,0.0025060904,-0.0024555359,-0.0391079669,0.033200184300000005,-0.018291506000000003,-0.05009678309999999,0.0239548646,0.0002959079,-0.0113612944,0.0374208059,0.0464529946,0.0143150638,0.004742482199999999,-0.0056784057,0.0163417468,-0.044157786100000006,-0.0097601622,0.007176211500000001,-0.0115535124,-0.010409310500000001,-0.0035468054,0.0019776111,0.0211538358,-0.011267484599999999,-0.0071189479
cancer_002.jpg,-0.3527546983,-0.3778673228,-0.29991800539999997,-0.1715149241,0.5262692897,0.0566333616,0.1937117234,0.079370933,0.0229953654,-0.0253762597,0.0557830558,-0.1846780179,-0.22145096399999997,0.1515394978,0.0460680297,-0.0082235801,0.1195867999,0.0699699159,-0.0072559499,0.0681889435,-0.0306094431,0.1242639314,0.1965231814,0.009927951800000001,0.119267361,0.057104389400000004,0.0814992155,-0.0194416578,0.0656557425,0.0905891279,-0.0451085155,-0.007170940799999999,0.10769957919999999,0.047872073,0.0020429636,0.0569722615,-0.0219364571,0.0192748501,0.010884911,0.0701609606,0.0406484192,0.0627746143,0.0753329505,-0.0363723757,0.091484539,0.0263440083,-0.0199598995,0.058173985,-0.0910049049,-0.10187885599999999,0.0299687802,-0.0287964392,-0.0710126873,0.0265826032,0.0004705717,0.0057243703,0.1080623371,-0.060689789400000006,-0.0018096166,-0.0671971784,0.0318435013,-0.059272944800000005,-0.0137088592,0.0084859836,0.0679727074,-0.0216059079,0.0090295593,-0.0194682981,0.018032986799999998,0.007069193499999999,0.026335494100000002,-0.0136953289,0.0051861752,0.0019775318,-0.01910264,-2.5605300000000004e-05,-0.0099990797,-0.018288584099999998,-0.015863960400000002,-0.0113633725,0.0131956746
cancer_003.jpg,-0.5343465486,0.2945781095,-0.3030430557,-0.40703081469999997,0.23072198859999998,-0.2011334236,-0.0295936838,0.018179206599999997,0.1214569233,-0.0782083123,0.11821368800000001,-0.0432913105,-0.1864933056,-0.0870976256,0.1391877621,-0.0127615895,-0.10015567869999999,-0.1459500035,0.0005068582,-0.0297646717,-0.2644364873,-0.0935349406,0.076414279,0.059678571900000005,-0.1032806797,0.1606275143,0.040863849,-0.08971543119999999,0.0183998513,-0.0659698561,0.0065982063,0.0525338651,-0.0520490033,-0.028264321800000002,0.2245698976,0.1510560187,-0.0716026414,0.0296583092,0.2063320061,-0.1404294565,0.0401370478,-0.025740043100000002,-0.11236239529999999,0.2109748927,-0.0522924271,-0.0036329632,-0.0273827544,0.0842472644,-0.0540903265,-0.00463161,0.0341094716,-0.0007383944999999999,0.062207914,-0.045254862699999995,0.0204019649,0.018437978799999998,-0.021016239,0.0148897718,0.0191678903,0.0242935442,-0.1082175542,-0.0256337192,-0.061022426500000004,-0.01466483,-0.0100299195,-0.06836763679999999,0.025362753300000002,-0.0274654905,-0.0347171823,0.0377103171,-0.0123540956,0.0075708323,0.0063300101,-0.0034708464000000002,0.0005318469,0.0015019106,0.0070369285,-0.0029551946,0.0281126881,0.0194486424,0.0181229922
cancer_004.jpg,-0.3005048836,0.6936813045,-0.0163375046,0.5885948124,0.6383768639999999,1.1476511490999999,-0.0429004928,0.45876848649999996,0.2821558235,-0.17114540649999999,0.17093651920000003,0.40888143950000005,0.0662032905,-0.32721805989999997,0.1542523332,-0.0911301901,-0.1143237755,0.1029261495,-0.0530561777,-0.2175111259,0.19739706920000002,0.3011251208,0.15598490550000002,-0.0755753577,0.1303846914,0.0415103523,-0.1553365986,0.014858876399999998,0.1256485115,0.0718409876,0.0079707066,-0.0814012275,-0.18346657239999997,-0.1221353134,-0.087386243,0.07794950490000001,0.0785614895,-0.022748215,0.08760378220000001,-0.0710497152,-0.0086718998,0.021030035099999997,-0.0474606602,-0.047412159,0.0577481442,-0.1080344076,0.0026758759999999998,-0.011791211299999998,0.0831539225,0.1174417781,0.1304428,-0.0292424412,0.054284264699999994,0.0026139413,-0.065868932,-0.1073827795,-0.09225365740000001,-0.0318979318,-0.0637835541,0.0868701191,0.0053541636,0.013181538100000001,-0.039851065,-0.0260364618,0.09082191519999999,-0.020977701600000002,-0.026190366099999998,-0.0157779646,0.0139200508,0.0037258813,-0.0194274112,-0.014036766899999999,-0.0398492428,0.0152639325,0.026845087099999998,-0.0015183626,-0.0026807346999999995,0.016433497,0.026845090699999997,-0.0011064269,0.0107972258
cancer_005.jpg,-0.3508377238,0.4834561576,0.2394139878,-0.0322102156,0.027438671499999998,-0.2684847903,-0.0612894851,0.0970182576,-0.34131844380000004,0.1207534936,-0.1549479329,-0.19583980539999998,-0.2348378516,0.0785251956,0.0180849989,0.019526194,-0.1137817623,0.0527838555,0.08004058809999999,0.0515202316,-0.0795468488,-0.08970414980000001,0.0237931519,-0.0373106864,0.1687991939,-0.0363617413,-0.17944800649999998,0.0968583208,-0.04714881480000001,0.1705692143,-0.0298444825,0.1630359695,-0.1113811817,-0.18285342370000002,-0.0376571906,0.1106153901,-0.0700033441,-0.16792481129999998,0.0144459757,-0.0504236017,-0.0904653144,0.013465254099999999,-0.087109425,-0.026653567799999996,-0.1419289948,-0.0890729474,0.0296943612,-0.0083880437,-0.0594937982,0.0334921877,0.0186740949,0.059994576200000004,-0.033948792,-0.08647051480000001,0.1305358938,0.061399975700000005,-0.0756484221,0.0640193019,-0.0044353717,0.0379237363,0.016540315400000002,-0.0202450474,-0.0141785606,-0.0177565748,-0.0373129217,0.0049410858,0.0274559988,-0.0045730601,0.0110008077,-0.0164187656,-0.012722383899999998,-0.0253509117,0.0253543944,-0.021279140699999997,-0.000500498,-0.0043575078,0.0051680736,0.031008237,-0.0075852488000000004,-0.0022089692,0.0146109433
cancer_006.jpg,-0.24031810309999999,0.27186003,0.243964035,0.0783758641,-0.22427036690000002,-0.2083635192,-0.0717033906,-0.0246356497,-0.1025411714,0.0583045216,0.14678051849999998,-0.17842369149999998,-0.2535124829,-0.0468643586,0.1685752505,0.0853686875,0.0771436707,0.0710022089,0.1735968092,-0.036675361499999996,0.0159293059,-0.11277504460000001,-0.2447618465,-0.19454672609999998,0.00044638980000000005,-0.16958807550000002,0.21243967989999998,-0.1443745065,0.1194537209,-0.0226939806,0.1708463668,0.1425214866,-0.1207859574,0.10768750029999999,-0.1535335149,-0.0012386286,0.021533463,-0.1264572598,-0.0949362186,-0.0353227353,0.07456904519999999,-0.0276870975,-0.027367197000000003,0.0271861602,0.0231313058,-0.0790847059,0.1217927326,0.0165620905,0.0791142615,-0.023696171499999998,0.0204713644,-0.1035761375,0.0304791519,-0.1074604818,-0.0228412928,-0.008956265,-0.0295643119,0.0342992847,-0.001213652,0.0280498858,-0.0112156028,0.0363644202,0.0092040681,-0.014480563200000001,0.0363323362,-0.0822354204,-0.0022837036,-0.0103472583,-0.014523988400000002,0.0020795284,0.018530586499999998,-0.0076604577000000005,-0.0264413158,0.0017561619,0.0374625756,0.0005836159,0.0041095820000000005,-0.013990726399999999,-0.0021259,0.011684508799999998,0.003379347
cancer_007.jpg,-0.35710757600000004,-0.3204601471,-0.1010059117,-0.026775816,0.0452582687,-0.022812131,-0.2159095488,0.1022832009,-0.2247839806,-0.0629700148,-0.10473350990000001,-0.0688756805,0.0347006214,-0.1305876409,0.5741298952,0.0778664866,0.0815237838,-0.2816883649,-0.09423893859999999,0.14252328820000001,-0.0559740084,0.0659488084,-0.1122333411,-0.0741442071,0.1617691906,-0.1495154668,-0.0183324642,-0.24364912940000003,0.0820358783,-0.016337147399999998,0.1594323427,-0.07061784530000001,-0.1157811442,-0.0189543504,-0.0838622195,-0.0356654305,-0.13518260810000002,0.0954375294,0.06897016339999999,0.0535379917,0.07385047809999999,-0.0206518852,0.0457433946,0.09968628550000001,0.0403366883,-0.027044043900000002,0.0376172492,0.024615170899999997,-0.027562635,0.0096375655,-0.0809660139,-0.036952793500000004,-0.0099529814,-0.07529267,-0.030279091400000003,-0.08339321849999999,-0.038820787999999995,-0.0372506632,0.08186499230000001,-0.0350577627,0.0019290657,-0.0042553784,0.009980449399999999,0.0227250104,-0.0110389992,-0.0032911564,-0.016547839499999998,-0.023051881099999998,-0.020074336499999998,0.0088567162,-0.023797019,0.0292910496,0.0177707,-0.0088356092,-0.0095066605,0.0199645839,-0.0199891884,-0.013534993300000001,-0.0209364458,0.0046257926,0.0091831083
cancer_008.jpg,-0.3744781451,0.12310593380000001,-0.2119387309,-0.1659014968,-0.0219236896,0.044495998700000004,-0.0770862361,0.0948017664,-0.119982042,-0.29313928780000004,-0.1081192433,-0.0744503633,0.0701234174,0.0409194873,-0.0796018706,-0.022801548900000003,0.0849315886,-0.16756884519999998,0.09656255779999999,-0.0870501988,0.17771414510000003,-0.1981782632,-0.067656491,0.02755994,-0.078137604,-0.0200173484,-0.026272767599999997,-0.1101409982,0.06768972349999999,0.0189383365,0.0018679531,-0.0101163451,-0.0178420977,-0.1836796739,-0.0682483624,-0.0647891014,-0.0196339974,-0.0324326122,-0.0146182568,0.103827975,-0.021673761099999998,0.1097064266,0.010398030899999999,-0.0306689686,0.0087455751,0.018806464199999998,0.0847563118,-0.0804104316,0.0059457967,-0.0357463836,-0.0225253759,-0.1400248419,-0.0772730361,0.06118724389999999,-0.0470861916,0.0800082986,0.0351942073,-0.0250004121,-0.0602218358,0.0182078354,0.0373485877,-0.0112843555,-0.0016590579000000001,-0.011027278799999998,0.017039804,-0.055775043499999996,0.036104857000000004,0.0282503426,-0.0225394039,-0.0147803935,-0.0034071614000000003,-0.0060317318000000005,-0.0127666474,0.0111308092,-0.023547172,-0.009811864699999999,-0.0133900352,0.02541904,0.0044092305,0.0063556554,-0.0008551775
cancer_009.jpg,-0.32307352359999997,0.032885023799999996,-0.0060564715000000005,-0.0983617296,0.1231967607,-0.0986489316,-0.07239038769999999,0.031154269,-0.3448903182,0.1439294317,-0.0076936568,-0.2072017186,0.2275685109,-0.08547699380000001,-0.1139020962,-0.0794182366,-0.14226941710000002,-0.1348484387,0.09393993,-0.0759773448,0.133493779,0.2036614349,0.140667891,0.1470458834,0.0177746374,-0.10117991900000001,-0.0709486924,0.013519148799999998,-0.055529151900000004,-0.0340830592,-0.0147726278,-0.152208479,0.014189031299999998,-0.0479816091,-0.0482542404,-0.1242108616,-0.0455099169,0.047146762599999996,-0.14918904859999998,0.0486096274,0.0592221166,0.01967755,0.08633761449999999,0.0649058189,0.0682034277,-0.027795746099999998,0.0786779847,-0.08454468470000001,0.0958109963,-0.0104139719,-0.0742481732,0.1194546608,0.08862181470000001,-0.0213755252,-0.0749891227,0.010755654199999999,-0.11646885259999999,0.0701642737,0.011685333000000001,-0.0022562576,-0.0866273058,0.06615892129999999,0.0051271833,-0.0154096287,-0.0178126931,0.012147193200000002,0.030271579399999998,0.0126656442,-0.059298402300000004,-0.023454817200000002,0.0213097521,-0.0043803595,0.06712478599999999,-0.0031597573999999997,-0.0030272118,-0.022132446899999998,0.005368844,-0.0108023989,-0.0098893994,0.027097144700000002,0.0029456925
cancer_010.jpg,0.7868712878,-0.322438485,0.7182080173000001,-0.6000117971,-0.18533623170000002,0.2598940191,-0.11818735679999999,-0.4535194139,0.38285157880000004,-0.19699973059999998,-0.0650599629,0.0129864876,-0.2938773006,-0.0377297442,0.2553462946,-0.06574914429999999,0.0440814375,-0.20666070960000002,0.0026585858,-0.0314245601,0.06510730740000001,-0.1558169162,0.2547218584,-0.2167101977,-0.0824942296,0.3509257782,-0.0932048558,-0.0595290949,0.048646347,0.3251126642,-0.0377584386,-0.083653562,0.207295418,0.045642746399999996,0.2744280042,0.0904976797,-0.2842896793,0.025482684199999998,-0.0425384995,-0.0117397908,0.0623791204,-0.0770122952,0.0888800981,-0.11605059429999999,0.068817586,0.08907028410000001,-0.0923676796,0.1446140289,-0.06621837259999999,-0.0049228872,-0.0082238963,-0.031949961,-0.052230392,-0.0956974308,-0.0531477107,0.0250015811,-0.0311272935,-0.0581128741,-0.030467,0.0018692572,0.0042894464,0.0571924983,-0.0287994228,-0.0119430582,0.0353343661,0.0014943,0.021757412400000002,-0.0749399038,0.04216875849999999,0.0064081718,0.0398808508,-0.0085761734,0.0021207178,0.015401324199999998,-0.002119696,0.0185887255,0.0131695575,0.011205018600000002,-0.007989428100000001,0.015538047,0.0115158628
